opening_t,gross_t,losses_t,after_inflow_t,served_t,served_critical_t,closing_t,shortage_t,shortage_critical_t,at,until,year,storage_id,demand_t,critical_demand_t,inventory_t_year,holding_mln
17.00000000000000000000000000,0,0.00,17.00000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,16.90000000000000000000000000,0E-28,0E-29,62,63,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04643835616438356164383561644,0.03343561643835616438356164384
16.90000000000000000000000000,0,0.00,16.90000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,16.80000000000000000000000000,0E-28,0E-29,63,64,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04616438356164383561643835617,0.03323835616438356164383561644
16.80000000000000000000000000,0,0.00,16.80000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,16.70000000000000000000000000,0E-28,0E-29,64,65,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04589041095890410958904109590,0.03304109589041095890410958905
16.70000000000000000000000000,0,0.00,16.70000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,16.60000000000000000000000000,0E-28,0E-29,65,66,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04561643835616438356164383562,0.03284383561643835616438356165
16.60000000000000000000000000,0,0.00,16.60000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,16.50000000000000000000000000,0E-28,0E-29,66,67,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04534246575342465753424657535,0.03264657534246575342465753425
16.50000000000000000000000000,0,0.00,16.50000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,16.40000000000000000000000000,0E-28,0E-29,67,68,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04506849315068493150684931507,0.03244931506849315068493150685
16.40000000000000000000000000,0,0.00,16.40000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,16.30000000000000000000000000,0E-28,0E-29,68,69,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04479452054794520547945205480,0.03225205479452054794520547946
16.30000000000000000000000000,0,0.00,16.30000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,16.20000000000000000000000000,0E-28,0E-29,69,70,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04452054794520547945205479452,0.03205479452054794520547945205
16.20000000000000000000000000,0,0.00,16.20000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,16.10000000000000000000000000,0E-28,0E-29,70,71,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04424657534246575342465753425,0.03185753424657534246575342466
16.10000000000000000000000000,0,0.00,16.10000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,16.00000000000000000000000000,0E-28,0E-29,71,72,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04397260273972602739726027398,0.03166027397260273972602739727
16.00000000000000000000000000,0,0.00,16.00000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,15.90000000000000000000000000,0E-28,0E-29,72,73,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04369863013698630136986301370,0.03146301369863013698630136986
15.90000000000000000000000000,0,0.00,15.90000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,15.80000000000000000000000000,0E-28,0E-29,73,74,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04342465753424657534246575343,0.03126575342465753424657534247
15.80000000000000000000000000,0,0.00,15.80000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,15.70000000000000000000000000,0E-28,0E-29,74,75,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04315068493150684931506849316,0.03106849315068493150684931508
15.70000000000000000000000000,0,0.00,15.70000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,15.60000000000000000000000000,0E-28,0E-29,75,76,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04287671232876712328767123288,0.03087123287671232876712328767
15.60000000000000000000000000,0,0.00,15.60000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,15.50000000000000000000000000,0E-28,0E-29,76,77,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04260273972602739726027397261,0.03067397260273972602739726028
15.50000000000000000000000000,0,0.00,15.50000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,15.40000000000000000000000000,0E-28,0E-29,77,78,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04232876712328767123287671233,0.03047671232876712328767123288
15.40000000000000000000000000,0,0.00,15.40000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,15.30000000000000000000000000,0E-28,0E-29,78,79,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04205479452054794520547945206,0.03027945205479452054794520548
15.30000000000000000000000000,0,0.00,15.30000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,15.20000000000000000000000000,0E-28,0E-29,79,80,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.04178082191780821917808219178,0.03008219178082191780821917808
